13,57,71
112,180,218
73,162,43
111,73,111
203,186,164
193,234,96
234,185,109
109,150,100
85,35,123
64,66,156
223,183,67
91,71,250
133,146,10
96,118,77
199,171,121
243,23,100
123,76,59
53,21,160
62,34,10
154,192,15
246,103,55
198,251,45
215,174,216
166,55,153
233,171,52
140,143,43
93,88,12
237,81,15
165,157,147
230,227,182
213,213,82
230,201,231
221,128,161
230,6,192
43,201,213
31,180,193
233,64,83
255,45,147
194,175,154
227,138,53
8,185,203
189,239,137
110,36,48
183,115,24
130,185,85
226,98,104
107,45,97
163,182,27
173,227,218
206,174,103
123,171,197
97,152,137
69,253,19
50,184,251
88,202,52
104,136,126
142,134,17
199,91,241
218,203,136
138,47,104
20,151,182
79,96,58
34,70,69
161,166,234
73,58,157
13,103,58
44,52,31
15,252,230
181,245,224
1,25,121
117,186,154
66,220,222
184,205,170
84,121,99
151,244,43
219,70,46
164,93,199
84,173,81
42,127,140
214,127,187
182,230,35
139,92,35
178,28,69
126,54,231
240,143,187
200,138,105
138,121,235
225,223,173
162,242,39
103,127,211
224,94,216
32,68,62
201,106,39
172,48,146
142,194,33
91,10,148
144,34,216
130,108,193
3,115,136
157,36,219
5,28,229
199,211,27
179,51,245
163,28,141
240,194,143
1,243,244
44,177,182
155,170,6
207,188,0
221,87,233
247,4,141
54,121,52
17,103,176
11,12,201
224,217,141
49,209,209
229,3,146
143,144,85
249,72,41
114,45,147
173,251,160
165,14,101
62,120,96
183,226,72
215,134,206
113,174,37
104,240,95
253,33,253
165,175,83
115,251,142
178,118,165
48,138,136
182,88,38
94,198,40
98,170,200
61,254,16
22,178,107
26,206,68
147,70,120
22,106,53
198,2,25
39,198,84
192,88,118
135,206,243
210,103,119
254,254,197
72,66,176
252,255,64
118,21,13
139,162,212
255,144,91
125,204,77
208,210,99
111,119,74
202,230,64
89,142,200
150,142,38
17,50,130
183,117,15
183,139,71
26,188,217
115,136,49
121,207,34
180,189,254
90,86,45
139,35,16
236,16,79
125,60,158
140,130,121
133,203,252
96,14,49
18,231,229
166,219,110
67,219,67
79,103,109
137,62,92
229,121,145
166,101,187
92,248,67
177,49,145
99,211,175
186,58,217
76,244,152
116,236,43
35,132,50
36,213,159
220,7,53
168,6,107
10,224,55
200,241,138
39,134,192
192,86,101
20,252,185
210,226,172
103,183,172
49,177,130
138,8,73
174,4,142
134,130,216
44,232,201
218,155,67
5,116,3
220,49,98
120,154,213
34,169,185
78,247,18
55,35,153
234,68,223
70,77,103
177,160,15
83,228,29
126,72,219
244,41,41
171,242,149
131,38,235
236,133,198
193,212,66
134,152,212
186,71,92
71,42,161
224,105,21
181,71,127
63,150,6
111,173,110
45,249,60
2,127,93
162,98,103
162,130,161
180,183,110
202,98,192
236,136,156
213,108,183
197,176,104
10,37,135
76,89,122
204,8,171
167,247,238
225,167,122
100,230,43
59,184,141
251,72,106
221,148,53
143,250,171
55,201,191
212,236,108
84,219,197
130,174,91
186,96,10
84,209,134
104,35,44
27,136,50
24,177,153
5,52,142
235,198,117
187,216,152
107,31,23
