13,57,71
29,63,228
136,21,208
166,174,35
238,30,4
60,59,16
75,98,12
176,144,194
112,180,218
255,88,34
127,51,125
0,211,221
130,121,75
110,145,61
85,57,120
194,50,147
73,162,43
130,156,51
75,205,184
183,21,129
21,52,25
50,73,166
60,49,10
122,68,36
111,73,111
113,142,175
199,21,87
71,138,51
143,116,253
240,22,65
142,122,96
24,79,167
203,186,164
10,160,231
224,134,232
55,150,85
145,120,177
247,163,153
250,153,103
203,122,95
193,234,96
24,7,50
39,219,203
43,253,25
250,174,225
65,133,99
26,239,19
18,46,122
234,185,109
101,84,157
29,98,167
37,231,61
9,217,133
151,185,55
5,92,34
19,1,211
109,150,100
45,206,198
81,77,130
32,173,107
199,243,253
246,223,155
25,188,215
197,132,230
85,35,123
71,7,217
33,173,126
90,1,249
108,6,111
52,146,227
28,177,84
52,76,39
64,66,156
220,77,89
11,252,61
155,235,212
56,116,100
89,65,205
117,120,73
174,158,75
223,183,67
56,220,159
94,140,3
155,18,241
236,109,2
222,7,57
11,214,78
242,165,253
91,71,250
231,214,41
193,136,68
0,18,42
198,130,106
19,94,135
165,51,78
127,35,76
133,146,10
81,77,149
138,5,3
234,220,6
89,76,185
44,186,6
252,91,169
171,4,103
96,118,77
76,66,144
111,64,211
187,125,191
200,142,134
223,34,225
88,181,148
16,134,62
199,171,121
119,160,105
175,62,194
110,96,53
25,73,210
90,182,248
155,193,252
169,153,34
243,23,100
82,117,82
1,106,254
54,6,65
44,34,73
77,162,19
198,6,37
152,142,174
123,76,59
75,166,70
240,114,123
204,94,143
27,34,99
187,28,145
122,129,165
53,187,248
53,21,160
99,2,128
143,83,211
143,17,6
76,39,238
248,189,157
13,60,98
24,38,193
62,34,10
127,97,170
243,182,80
14,14,243
109,208,67
158,229,53
140,245,7
254,32,190
154,192,15
102,112,191
186,167,118
120,123,77
19,22,85
95,189,172
154,60,227
35,101,185
246,103,55
107,200,91
171,198,144
125,109,67
246,158,241
65,198,205
223,113,99
188,192,28
198,251,45
69,128,78
149,188,168
66,81,66
4,129,38
20,125,135
202,204,160
55,209,68
215,174,216
20,10,132
90,130,136
0,79,62
179,52,231
131,25,114
94,167,211
71,130,118
166,55,153
90,149,163
4,185,158
185,107,148
120,172,202
1,187,98
170,244,116
90,24,168
233,171,52
160,95,172
90,93,88
57,82,172
170,68,166
142,78,232
143,183,240
102,99,75
140,143,43
188,107,6
163,154,89
62,36,125
226,135,100
237,7,244
200,207,31
114,153,88
93,88,12
73,177,209
100,179,107
95,177,141
44,65,21
251,20,162
199,59,140
185,97,47
237,81,15
199,191,245
172,130,251
244,232,225
144,111,134
32,143,155
99,243,135
68,165,119
165,157,147
170,168,198
42,4,100
88,206,9
12,127,138
46,251,126
253,160,151
187,181,10
230,227,182
193,50,230
148,18,42
22,217,203
194,162,43
50,68,189
148,127,98
118,241,184
213,213,82
252,179,109
151,111,45
71,253,157
55,37,173
111,16,5
126,176,23
169,194,102
230,201,231
15,165,235
198,120,159
58,54,123
228,237,54
20,216,127
84,165,163
169,157,92
221,128,161
95,12,214
131,87,241
65,23,93
198,115,186
227,40,171
234,155,152
76,69,53
230,6,192
220,45,195
165,85,39
205,245,13
53,49,202
248,89,158
136,15,160
227,2,152
43,201,213
117,148,223
144,217,13
103,43,28
147,255,166
197,13,61
156,88,216
225,71,219
31,180,193
105,237,80
13,120,106
255,132,60
7,85,239
75,197,247
220,119,255
205,233,49
233,64,83
149,150,188
121,49,98
58,103,30
108,254,146
164,121,160
60,75,8
250,145,134
255,45,147
136,73,146
215,203,198
194,217,253
57,86,244
8,82,230
203,208,224
122,187,122
194,175,154
189,227,170
10,185,151
183,37,74
2,147,172
241,188,177
163,113,212
251,119,190
227,138,53
234,152,161
228,15,113
96,248,177
3,127,190
196,39,25
72,215,78
92,95,11
8,185,203
81,89,50
231,152,14
10,234,21
220,24,121
37,67,62
114,222,72
188,65,144
189,239,137
12,58,3
44,7,218
21,89,211
160,154,241
181,229,114
39,82,64
13,183,109
110,36,48
238,119,80
70,249,43
183,177,142
88,235,115
109,165,225
113,205,167
55,95,205
183,115,24
23,104,169
110,151,213
210,145,31
28,20,110
140,33,59
252,239,232
45,18,8
130,185,85
94,233,79
24,50,197
139,104,20
139,84,107
209,67,129
48,178,206
44,64,237
226,98,104
166,216,219
90,169,181
38,4,229
208,78,4
238,155,5
220,215,100
153,186,5
107,45,97
45,237,226
16,172,244
54,176,67
222,140,160
255,197,85
184,156,21
141,40,105
163,182,27
42,221,34
113,214,183
132,228,112
139,108,241
222,90,129
59,152,2
0,170,222
173,227,218
35,233,187
254,152,240
80,105,65
147,20,244
210,143,166
55,98,140
11,88,253
206,174,103
62,221,92
208,230,34
142,233,216
162,221,172
58,67,210
61,11,71
246,182,142
123,171,197
183,189,184
168,6,29
208,31,250
48,31,14
81,162,28
219,237,237
39,100,41
97,152,137
170,120,160
117,247,155
240,41,124
214,166,182
37,229,214
130,7,179
136,164,203
69,253,19
235,113,216
193,58,118
232,243,233
82,49,38
235,241,89
128,206,164
190,56,107
50,184,251
39,252,148
165,172,13
57,156,197
86,109,220
138,140,170
57,181,24
226,71,173
88,202,52
227,28,119
198,203,98
178,175,236
182,1,227
66,200,212
17,28,134
141,139,117
104,136,126
63,187,194
67,220,187
158,154,27
68,53,6
109,94,45
19,223,26
105,27,207
142,134,17
170,214,5
239,162,217
201,201,198
55,225,29
160,54,211
209,79,120
234,248,120
199,91,241
8,223,231
219,55,25
231,218,143
152,168,78
202,151,196
239,83,181
219,182,244
218,203,136
185,122,178
171,28,14
254,44,220
62,69,199
95,64,248
3,228,79
255,240,87
138,47,104
111,79,200
141,119,140
63,176,218
220,123,67
110,106,142
138,61,139
0,53,28
20,151,182
13,10,124
116,205,165
238,74,14
103,15,63
53,155,87
79,17,224
197,92,2
79,96,58
112,99,89
118,206,1
68,81,27
152,148,22
10,144,233
133,17,100
113,228,139
34,70,69
91,113,21
139,63,114
206,102,24
157,87,69
158,198,175
247,186,241
152,204,44
161,166,234
34,117,97
16,124,249
228,194,166
98,99,255
242,206,223
25,98,241
16,56,152
73,58,157
33,46,90
153,160,57
52,241,54
213,94,145
11,156,158
40,177,42
82,186,54
13,103,58
18,188,18
250,143,152
215,228,113
6,224,192
165,207,150
