0,0,0
0,65,137
0,131,18
0,196,155
1,6,36
1,71,173
1,137,54
1,202,191
2,12,72
2,77,209
2,143,90
2,208,227
3,18,108
3,83,245
3,149,126
3,215,7
4,24,144
4,90,25
4,155,162
4,221,43
5,30,180
5,96,61
5,161,198
5,227,79
6,36,216
6,102,97
6,167,234
6,233,115
7,42,252
7,108,133
7,174,14
7,239,151
8,49,32
8,114,169
8,180,50
8,245,187
9,55,68
9,120,205
9,186,86
9,251,223
10,61,104
10,126,241
10,192,122
11,2,3
11,67,140
11,133,21
11,198,158
12,8,39
12,73,176
12,139,57
12,204,194
13,14,75
13,79,212
13,145,93
13,210,230
14,20,111
14,85,248
14,151,129
14,217,10
15,26,147
15,92,28
15,157,165
15,223,46
16,32,183
16,98,64
16,163,201
16,229,82
17,38,219
17,104,100
17,169,237
17,235,118
18,44,255
18,110,136
18,176,17
18,241,154
19,51,35
19,116,172
19,182,53
19,247,190
20,57,71
20,122,208
20,188,89
20,253,226
21,63,107
21,128,244
21,194,125
22,4,6
22,69,143
22,135,24
22,200,161
23,10,42
23,75,179
23,141,60
23,206,197
24,16,78
24,81,215
24,147,96
24,212,233
25,22,114
25,87,251
25,153,132
25,219,13
26,28,150
26,94,31
26,159,168
26,225,49
27,34,186
27,100,67
27,165,204
27,231,85
28,40,222
28,106,103
28,171,240
28,237,121
29,47,2
29,112,139
29,178,20
29,243,157
30,53,38
30,118,175
30,184,56
30,249,193
31,59,74
31,124,211
31,190,92
31,255,229
32,65,110
32,130,247
32,196,128
33,6,9
33,71,146
33,137,27
33,202,164
34,12,45
34,77,182
34,143,63
34,208,200
35,18,81
35,83,218
35,149,99
35,214,236
36,24,117
36,89,254
36,155,135
36,221,16
37,30,153
37,96,34
37,161,171
37,227,52
38,36,189
38,102,70
38,167,207
38,233,88
39,42,225
39,108,106
39,173,243
39,239,124
40,49,5
40,114,142
40,180,23
40,245,160
41,55,41
41,120,178
41,186,59
41,251,196
42,61,77
42,126,214
42,192,95
43,1,232
43,67,113
43,132,250
43,198,131
44,8,12
44,73,149
44,139,30
44,204,167
45,14,48
45,79,185
45,145,66
45,210,203
46,20,84
46,85,221
46,151,102
46,216,239
47,26,120
47,92,1
47,157,138
47,223,19
48,32,156
48,98,37
48,163,174
48,229,55
49,38,192
49,104,73
49,169,210
49,235,91
50,44,228
50,110,109
50,175,246
50,241,127
51,51,8
51,116,145
51,182,26
51,247,163
52,57,44
52,122,181
52,188,62
52,253,199
53,63,80
53,128,217
53,194,98
54,3,235
54,69,116
54,134,253
54,200,134
55,10,15
55,75,152
55,141,33
55,206,170
56,16,51
56,81,188
56,147,69
56,212,206
57,22,87
57,87,224
57,153,105
57,218,242
58,28,123
58,94,4
58,159,141
58,225,22
59,34,159
59,100,40
59,165,177
59,231,58
60,40,195
60,106,76
60,171,213
60,237,94
61,46,231
61,112,112
61,177,249
61,243,130
62,53,11
62,118,148
62,184,29
62,249,166
63,59,47
63,124,184
63,190,65
63,255,202
64,65,83
64,130,220
64,196,101
65,5,238
65,71,119
65,137,0
65,202,137
66,12,18
66,77,155
66,143,36
66,208,173
67,18,54
67,83,191
67,149,72
67,214,209
68,24,90
68,89,227
68,155,108
68,220,245
69,30,126
69,96,7
69,161,144
69,227,25
70,36,162
70,102,43
70,167,180
70,233,61
71,42,198
71,108,79
71,173,216
71,239,97
72,48,234
72,114,115
72,179,252
72,245,133
73,55,14
73,120,151
73,186,32
73,251,169
74,61,50
74,126,187
74,192,68
75,1,205
75,67,86
75,132,223
75,198,104
76,7,241
76,73,122
76,139,3
76,204,140
77,14,21
77,79,158
77,145,39
77,210,176
78,20,57
78,85,194
78,151,75
78,216,212
79,26,93
79,91,230
79,157,111
79,222,248
80,32,129
80,98,10
80,163,147
80,229,28
81,38,165
81,104,46
81,169,183
81,235,64
82,44,201
82,110,82
82,175,219
82,241,100
83,50,237
83,116,118
83,181,255
83,247,136
84,57,17
84,122,154
84,188,35
84,253,172
85,63,53
85,128,190
85,194,71
86,3,208
86,69,89
86,134,226
86,200,107
87,9,244
87,75,125
87,141,6
87,206,143
88,16,24
88,81,161
88,147,42
88,212,179
89,22,60
89,87,197
89,153,78
89,218,215
90,28,96
90,93,233
90,159,114
90,224,251
91,34,132
91,100,13
91,165,150
91,231,31
92,40,168
92,106,49
92,171,186
92,237,67
93,46,204
93,112,85
93,177,222
93,243,103
94,52,240
94,118,121
94,184,2
94,249,139
95,59,20
95,124,157
95,190,38
95,255,175
96,65,56
96,130,193
96,196,74
97,5,211
97,71,92
97,136,229
97,202,110
98,11,247
98,77,128
98,143,9
98,208,146
99,18,27
99,83,164
99,149,45
99,214,182
100,24,63
100,89,200
100,155,81
100,220,218
101,30,99
101,95,236
101,161,117
101,226,254
102,36,135
102,102,16
102,167,153
102,233,34
103,42,171
103,108,52
103,173,189
103,239,70
104,48,207
104,114,88
104,179,225
104,245,106
105,54,243
105,120,124
105,186,5
105,251,142
106,61,23
106,126,160
106,192,41
107,1,178
107,67,59
107,132,196
107,198,77
108,7,214
108,73,95
108,138,232
108,204,113
109,13,250
109,79,131
109,145,12
109,210,149
110,20,30
110,85,167
110,151,48
110,216,185
111,26,66
111,91,203
111,157,84
111,222,221
112,32,102
112,97,239
112,163,120
112,229,1
113,38,138
113,104,19
113,169,156
113,235,37
114,44,174
114,110,55
114,175,192
114,241,73
115,50,210
115,116,91
115,181,228
115,247,109
116,56,246
116,122,127
116,188,8
116,253,145
117,63,26
117,128,163
117,194,44
118,3,181
118,69,62
118,134,199
118,200,80
119,9,217
119,75,98
119,140,235
119,206,116
120,15,253
120,81,134
120,147,15
120,212,152
121,22,33
121,87,170
121,153,51
121,218,188
122,28,69
122,93,206
122,159,87
122,224,224
123,34,105
123,99,242
123,165,123
123,231,4
124,40,141
124,106,22
124,171,159
124,237,40
125,46,177
125,112,58
125,177,195
125,243,76
126,52,213
126,118,94
126,183,231
126,249,112
127,58,249
127,124,130
127,190,11
127,255,148
128,65,29
128,130,166
128,196,47
129,5,184
129,71,65
129,136,202
129,202,83
130,11,220
130,77,101
130,142,238
130,208,119
131,18,0
131,83,137
131,149,18
131,214,155
132,24,36
132,89,173
132,155,54
132,220,191
133,30,72
133,95,209
133,161,90
133,226,227
134,36,108
134,101,245
