0,0,0
2,143,92
5,30,184
7,174,20
10,61,112
12,204,204
15,92,40
17,235,132
20,122,224
23,10,60
25,153,152
28,40,244
30,184,80
33,71,172
35,215,8
38,102,100
40,245,192
43,133,28
46,20,120
48,163,212
51,51,48
53,194,140
56,81,232
58,225,68
61,112,160
63,255,252
66,143,88
69,30,180
71,174,16
74,61,108
76,204,200
79,92,36
81,235,128
84,122,220
87,10,56
89,153,148
92,40,240
94,184,76
97,71,168
99,215,4
102,102,96
104,245,188
107,133,24
110,20,116
112,163,208
115,51,44
117,194,136
120,81,228
122,225,64
125,112,156
127,255,248
130,143,84
133,30,176
135,174,12
138,61,104
140,204,196
143,92,32
145,235,124
148,122,216
151,10,52
153,153,144
156,40,236
158,184,72
161,71,164
163,215,0
166,102,92
168,245,184
171,133,20
174,20,112
176,163,204
179,51,40
181,194,132
184,81,224
186,225,60
189,112,152
191,255,244
194,143,80
197,30,172
199,174,8
202,61,100
204,204,192
207,92,28
209,235,120
212,122,212
215,10,48
217,153,140
220,40,232
222,184,68
225,71,160
227,214,252
230,102,88
232,245,180
235,133,16
238,20,108
240,163,200
243,51,36
245,194,128
248,81,220
250,225,56
253,112,148
