13,57,71
136,21,208
238,30,4
75,98,12
112,180,218
127,51,125
130,121,75
85,57,120
73,162,43
75,205,184
21,52,25
60,49,10
111,73,111
199,21,87
143,116,253
142,122,96
203,186,164
224,134,232
145,120,177
250,153,103
193,234,96
39,219,203
250,174,225
26,239,19
234,185,109
29,98,167
9,217,133
5,92,34
109,150,100
81,77,130
199,243,253
25,188,215
85,35,123
33,173,126
108,6,111
28,177,84
64,66,156
11,252,61
56,116,100
117,120,73
223,183,67
94,140,3
236,109,2
11,214,78
91,71,250
193,136,68
198,130,106
165,51,78
133,146,10
138,5,3
89,76,185
252,91,169
96,118,77
111,64,211
200,142,134
88,181,148
199,171,121
175,62,194
25,73,210
155,193,252
243,23,100
1,106,254
44,34,73
198,6,37
123,76,59
240,114,123
27,34,99
122,129,165
53,21,160
143,83,211
76,39,238
13,60,98
62,34,10
243,182,80
109,208,67
140,245,7
154,192,15
186,167,118
19,22,85
154,60,227
246,103,55
171,198,144
246,158,241
223,113,99
198,251,45
149,188,168
4,129,38
202,204,160
215,174,216
90,130,136
179,52,231
94,167,211
166,55,153
4,185,158
120,172,202
170,244,116
233,171,52
90,93,88
170,68,166
143,183,240
140,143,43
163,154,89
226,135,100
200,207,31
93,88,12
100,179,107
44,65,21
199,59,140
237,81,15
172,130,251
144,111,134
99,243,135
165,157,147
42,4,100
12,127,138
253,160,151
230,227,182
148,18,42
194,162,43
148,127,98
213,213,82
151,111,45
55,37,173
126,176,23
230,201,231
198,120,159
228,237,54
84,165,163
221,128,161
131,87,241
198,115,186
234,155,152
230,6,192
165,85,39
53,49,202
136,15,160
43,201,213
144,217,13
147,255,166
156,88,216
31,180,193
13,120,106
7,85,239
220,119,255
233,64,83
121,49,98
108,254,146
60,75,8
255,45,147
215,203,198
57,86,244
203,208,224
194,175,154
10,185,151
2,147,172
163,113,212
227,138,53
228,15,113
3,127,190
72,215,78
8,185,203
231,152,14
220,24,121
114,222,72
189,239,137
44,7,218
160,154,241
39,82,64
110,36,48
70,249,43
88,235,115
113,205,167
183,115,24
110,151,213
28,20,110
252,239,232
130,185,85
24,50,197
139,84,107
48,178,206
226,98,104
90,169,181
208,78,4
220,215,100
107,45,97
16,172,244
222,140,160
184,156,21
163,182,27
113,214,183
139,108,241
59,152,2
173,227,218
254,152,240
147,20,244
55,98,140
206,174,103
208,230,34
162,221,172
61,11,71
123,171,197
168,6,29
48,31,14
219,237,237
97,152,137
117,247,155
214,166,182
130,7,179
