13,57,71
73,162,43
203,186,164
234,185,109
85,35,123
223,183,67
133,146,10
199,171,121
123,76,59
62,34,10
246,103,55
215,174,216
233,171,52
93,88,12
165,157,147
213,213,82
221,128,161
43,201,213
233,64,83
194,175,154
8,185,203
110,36,48
130,185,85
107,45,97
173,227,218
123,171,197
69,253,19
88,202,52
142,134,17
218,203,136
20,151,182
34,70,69
73,58,157
44,52,31
181,245,224
117,186,154
184,205,170
151,244,43
164,93,199
42,127,140
182,230,35
178,28,69
240,143,187
138,121,235
162,242,39
224,94,216
201,106,39
142,194,33
144,34,216
3,115,136
5,28,229
179,51,245
240,194,143
44,177,182
207,188,0
247,4,141
17,103,176
224,217,141
229,3,146
249,72,41
173,251,160
62,120,96
215,134,206
104,240,95
165,175,83
178,118,165
182,88,38
98,170,200
22,178,107
147,70,120
198,2,25
192,88,118
210,103,119
72,66,176
118,21,13
255,144,91
208,210,99
202,230,64
150,142,38
183,117,15
26,188,217
121,207,34
90,86,45
236,16,79
140,130,121
96,14,49
166,219,110
79,103,109
229,121,145
92,248,67
99,211,175
76,244,152
35,132,50
220,7,53
10,224,55
39,134,192
20,252,185
103,183,172
138,8,73
134,130,216
218,155,67
220,49,98
34,169,185
55,35,153
70,77,103
83,228,29
244,41,41
131,38,235
193,212,66
186,71,92
224,105,21
63,150,6
45,249,60
162,98,103
180,183,110
236,136,156
197,176,104
76,89,122
167,247,238
100,230,43
251,72,106
143,250,171
212,236,108
130,174,91
84,209,134
27,136,50
5,52,142
187,216,152
